time,density,stop_time,speed,delay_time,travel_time,mean_queue,seed,
7200,5.70249353297,30.9689575706,40.8519959542,40.1522,97.0277,60.4907,3144,
6300,5.84778332639,33.2586391942,39.7318939587,43.3555,100.3926,63.7493,3885,
9000,5.7055841438,34.5451606925,39.0637252121,44.5226,101.6924,63.3911,6953,
9900,5.85145075126,33.8814921665,39.4900779178,43.8011,101.7873,63.84,7590,
6300,5.53329854187,32.9562064606,40.0162802039,42.5797,99.8237,60.1004,2478,
7200,5.53180297279,32.4248246637,40.3225617617,41.8585,99.1492,57.7031,3885,
8100,6.18545011194,34.88982307,38.6647131586,45.4759,102.8775,69.056,3144,
9900,5.95330478068,32.573601556,39.8742984963,42.2976,99.6954,64.3342,6953,
10800,6.09276422815,34.767503116,39.1182396386,44.9853,102.0281,65.8969,7590,
7200,5.399443753,31.7238712799,40.6011630146,41.03,98.3066,57.8711,2478,
8100,5.71780819472,33.383179253,39.6147086543,43.3207,100.4735,62.8249,3885,
9000,6.02237138143,35.9596443909,38.7483505999,46.365,103.7596,66.4782,3144,
10800,5.63501779632,34.6377363316,38.7902096898,44.9497,102.4049,60.72,6953,
11700,6.09327526194,32.1448317801,40.3969210383,41.2634,98.8042,66.7582,7590,
8100,5.71028836707,31.3878961876,40.1832708671,41.2953,98.6167,61.192,2478,
9000,5.65421538848,34.1891511558,39.251968828,44.2685,101.5475,62.4027,3885,
9900,5.92270105933,33.1576225069,39.4071974284,43.3674,100.9702,64.0791,3144,
11700,6.5733072208,36.3985291226,38.9164628444,46.5486,104.0463,75.1547,6953,
12600,6.13532712188,35.4099216619,39.7787647826,45.2221,102.3342,65.9707,7590,
9000,6.02322386844,33.82154275,39.0838703902,44.1713,101.4642,63.944,2478,
9900,5.82030449095,32.8995730508,39.7855658593,42.9803,100.5036,61.9884,3885,
10800,5.93137228364,33.4107930991,39.3285378798,43.6153,100.8452,63.2169,3144,
12600,6.06497463387,34.664066108,39.5402066108,44.5872,101.7689,65.4471,6953,
13500,6.18826921507,33.6760606171,39.8235453183,43.3609,100.7334,70.1547,7590,
9900,6.1431385284,34.5167465293,38.7686912379,45.4295,102.9946,68.6996,2478,
10800,5.95495892366,32.3084464483,40.2483249249,41.9302,99.445,63.48,3885,
11700,6.19082784762,37.5158863373,38.8867609139,47.2476,104.6665,70.1716,3144,
13500,5.90320059193,32.5526339144,40.1175029639,41.8957,99.5173,63.4693,6953,
14400,5.77152350046,36.0591699831,39.1778268888,46.2451,103.4196,63.6631,7590,
10800,6.4658355438,36.7047458261,38.6163206031,46.9845,104.1336,73.1627,2478,
11700,6.00880399963,33.8070266515,39.7252424565,43.5203,101.1335,65.3618,3885,
12600,5.98906208156,31.333132562,40.9376698187,40.6131,97.5475,62.9004,3144,
14400,5.74433844128,31.9182717261,40.5426049057,41.0368,98.2209,61.7769,6953,
11700,5.97069045923,33.8631483447,40.0927246918,43.2635,100.7167,64.2027,2478,
13500,5.71853764231,32.3469882745,39.9123444172,42.0069,99.4379,60.2036,3144,
12600,5.95927946099,36.6445638241,39.5232201844,46.336,103.8164,68.1938,3885,
12600,6.25305186649,33.0856210291,39.8016775983,42.5842,100.083,68.9173,2478,
14400,5.83696376517,30.5529587228,41.0297611879,39.7585,97.24,60.728,3144,
13500,6.28953327194,34.3121781565,39.2477862,44.0006,101.6535,68.5076,3885,
13500,6.06457689879,35.7162395853,39.4200452995,45.576,102.939,69.2338,2478,
14400,6.17569522742,36.334621003,38.8439486013,46.4729,103.9151,69.9911,3885,
14400,6.14910372706,34.803354212,39.5130820437,44.8165,102.2045,67.4969,2478,
900,4.73174020587,25.905881812,41.9452331253,35.7064,93.0527,44.1147,1613,
900,5.13737862878,28.1811676678,40.8899105276,38.4769,95.7752,50.8187,4751,
1800,5.86343094045,35.7981579874,38.7560411917,46.7111,104.0393,68.8871,1613,
1800,5.28324586882,26.7125557192,41.5856075048,36.8284,94.2832,49.648,4751,
900,5.25221432563,27.4893787104,41.6011312175,37.5973,94.7237,51.3218,9334,
2700,5.47166711558,28.8709574286,40.6443998479,39.6054,97.2651,54.3022,1613,
2700,5.58981499804,27.0383345268,41.5485242902,37.4328,94.9725,54.5698,4751,
1800,5.46638947653,30.155765796,40.4340112125,40.6776,98.1221,56.0293,9334,
900,5.14775643438,27.0053419611,41.6974288365,36.9994,94.4367,49.9404,6555,
3600,5.68542907499,26.986612362,41.4212729421,37.3326,94.6253,53.9778,1613,
3600,5.61274257478,27.1053480805,41.3742908834,37.5019,94.5607,54.5138,4751,
2700,5.459420548,27.4689064859,41.1897433699,37.7823,95.097,52.2276,9334,
1800,6.07554385423,37.8869655218,38.3710465516,48.9321,106.394,73.6702,6555,
4500,5.27212274608,24.4569601495,43.1120149671,33.8003,90.7317,48.5902,1613,
900,4.99609179096,25.8655934636,41.9923912716,35.8663,93.2347,47.7564,8133,
4500,5.34687656438,25.4556380662,42.7498987662,35.0344,92.2521,47.3982,4751,
3600,5.34716902756,27.3880183729,41.3463356274,38.0217,95.7728,50.4151,9334,
1800,5.41601036605,25.9359589444,41.8070836703,36.0567,93.6695,50.5787,8133,
5400,5.32811210344,27.2316622731,41.9208800987,36.554,93.799,50.5396,1613,
2700,6.22289521983,32.6922277656,38.7297958045,45.5173,103.4687,64.9022,6555,
5400,5.15909289237,25.2240378695,43.1792693562,34.148,91.3735,47.5973,4751,
4500,5.39547967555,27.7633159241,42.2655913768,37.2595,94.3859,51.4987,9334,
2700,5.32958070986,26.6325436282,41.3379513046,36.6545,93.9597,51.0302,8133,
3600,5.54651793457,28.159643938,41.2266068976,38.182,95.5827,53.7813,6555,
6300,5.8137167887,32.7492808266,40.3693760763,42.3172,99.3443,64.664,1613,
6300,5.24306333057,30.2100695805,41.3403467992,39.3422,96.4916,55.6711,4751,
5400,5.34281384487,25.0927931765,42.9113198705,34.0649,91.4226,49.0178,9334,
4500,5.25841914641,26.2730072419,42.8356544279,35.722,92.6129,49.3902,6555,
3600,5.74600067178,29.1582668454,40.5065897874,39.6802,97.2139,57.6853,8133,
7200,5.81205126762,34.0996184377,39.2066335479,44.0794,101.2251,62.488,1613,
7200,6.00001864561,35.1147650581,39.2887490563,45.2093,102.2832,66.8124,4751,
6300,5.78777086289,32.3675745259,40.5294331479,41.6775,98.8795,63.4542,9334,
4500,5.17804281597,25.6309038949,42.5986219297,34.8771,92.1098,47.2018,8133,
5400,5.48527332036,26.7225801408,42.41172042,36.232,93.2952,52.4231,6555,
8100,5.65134284859,33.6227718987,39.9456828994,43.4494,100.9237,62.6507,1613,
8100,5.82867212732,32.4237322912,40.0429786043,42.3579,99.665,61.3689,4751,
7200,5.89805945916,33.395189391,39.5653835182,43.2617,100.2352,64.4489,9334,
5400,5.42630351723,26.0762643522,42.6299879336,35.1424,92.3983,51.1369,8133,
6300,5.8957600951,33.1227029355,39.7925473697,42.9681,100.1255,65.5093,6555,
9000,5.81690970235,33.4603345536,39.9350984655,42.9803,100.3415,61.8862,1613,
9000,5.89699912568,33.1820120406,39.8013623788,43.0778,100.2833,62.9244,4751,
8100,5.89499019768,33.2836303457,39.6025209095,43.5476,100.8165,63.2951,9334,
6300,5.53755932281,30.0481356407,41.8277431976,38.9293,95.6949,60.9458,8133,
7200,5.96411730696,33.524599533,39.681254552,43.2816,100.9049,66.472,6555,
9900,6.21462932262,35.7471483154,38.8979912934,46.1976,103.5536,71.1218,1613,
9900,5.94155049653,34.8097188346,39.0642299342,45.3601,102.5736,65.1822,4751,
9000,5.89686407378,35.1434082291,39.0737250453,45.2137,102.6514,65.0338,9334,
7200,5.53854591774,32.9856908287,40.1751637489,42.461,99.9414,57.9778,8133,
8100,5.6486607713,32.9438359621,39.629351611,42.8515,100.322,61.0444,6555,
10800,6.00704329314,34.6157759664,38.8866192712,45.157,102.2272,65.8009,1613,
10800,5.67959983802,32.6413971527,39.8736721729,42.2592,99.7396,61.5751,4751,
9900,5.93185510202,33.4081611024,39.3659604435,43.6066,101.0126,64.0311,9334,
8100,5.85520028311,33.2513286749,39.6929664749,43.1812,100.4928,63.9022,8133,
9000,5.98682493945,33.8076372059,39.2300899708,43.7521,100.9806,65.8524,6555,
11700,6.05021006159,34.7475254755,39.5107572131,44.4902,101.7871,66.4409,4751,
10800,5.76188328892,31.1929936884,40.4399650748,41.0079,98.2778,60.2622,9334,
9000,6.07487844751,32.2237299794,39.9936379785,41.9805,99.1552,64.7013,8133,
9900,5.75083697814,32.8552791927,39.948523363,42.8117,100.2157,61.6169,6555,
12600,6.34227658673,34.8296313961,39.1723720256,45.0519,102.7634,68.5076,4751,
11700,5.7365026116,33.5386138403,40.290915935,42.9425,100.3596,61.4987,9334,
9900,5.82918207384,32.3068700303,39.8476432179,42.0274,99.7662,62.1324,8133,
10800,5.92455136372,33.0073395215,39.957580515,42.8862,99.7678,62.9502,6555,
13500,6.18746896153,33.2933319251,39.9645256927,42.9145,100.1471,66.8364,4751,
12600,5.81924583292,32.0708104134,40.0482289899,41.9058,99.1073,62.3031,9334,
10800,5.83854388843,32.1541312113,40.2714128417,41.8901,99.1461,61.3582,8133,
11700,5.91235491337,33.357670944,39.920086465,42.866,100.3039,63.6587,6555,
14400,5.89018533228,33.8656032033,39.9574393425,43.7952,101.0271,63.5547,4751,
13500,6.40613139478,35.295790932,38.9781582587,45.5287,102.8649,71.2373,9334,
11700,5.80863185007,32.7253945653,40.0822737448,42.3866,99.6487,59.8933,8133,
12600,6.27634567537,37.0705890468,39.055034095,46.96,103.9868,71.7964,6555,
14400,5.93695673626,33.596998684,39.6436991546,44.0601,101.4539,62.8924,9334,
12600,5.65617247922,28.6299200123,41.5355512967,37.5171,94.8925,57.0169,8133,
13500,5.83570072173,32.7177914543,39.908918354,42.2209,99.7778,61.5564,6555,
13500,5.92492812576,34.0173460972,39.679051216,43.8221,101.1443,63.4107,8133,
14400,6.09532479396,34.7180942713,39.8292614283,44.448,101.882,67.2124,6555,
14400,5.92953151371,34.1741058426,39.8046532821,43.6754,101.1669,66.0053,8133,
900,5.27362323624,29.1504638748,40.7527988154,39.3092,97.0381,53.072,6421,
900,5.28056929553,26.8847796074,42.117206084,36.6206,93.4151,51.9884,5474,
1800,6.23962127871,36.2585736515,39.0347066123,46.851,104.1116,74.3671,6421,
900,5.06172435227,27.1169926344,41.3883348384,37.2007,94.8487,49.7929,2610,
2700,5.75877334389,30.4604728379,39.5554641115,41.3974,98.9802,58.6684,6421,
1800,6.06113622915,35.8584283888,39.0546967885,46.572,104.006,69.6702,5474,
1800,5.64863544184,28.4787916877,41.3427639773,38.6755,96.0711,55.9982,2610,
900,4.94189659846,28.0055166999,41.405738208,37.8411,95.6429,50.0871,3004,
3600,5.6395866007,28.9983383067,40.7871060667,39.5458,97.1158,56.2516,6421,
2700,5.62663556856,28.5497184149,40.6763062777,39.1756,96.7459,55.824,5474,
2700,5.87538329987,28.8648395255,40.6015320549,39.5178,96.8019,59.4498,2610,
1800,6.0020742866,34.8348816868,39.0568587316,45.8442,103.6143,66.152,3004,
4500,5.58478043922,25.9641243363,42.4919189225,35.5359,93.1731,51.7378,6421,
3600,5.3840086121,25.9400647432,41.4813239912,36.3916,94.021,49.5556,5474,
900,4.95303578438,24.2454837935,43.0236120093,33.6802,91.0284,45.5156,2072,
3600,5.56687288097,28.6553108515,40.56306994,39.6733,97.1066,55.3973,2610,
2700,5.18407244148,26.9086874899,41.8689060492,36.8928,94.0581,50.8311,3004,
4500,5.14969102718,25.5543681958,42.407359514,34.9134,92.3988,48.48,5474,
5400,5.38266147332,25.3919817666,43.0648906091,34.5301,91.478,48.936,6421,
1800,6.19082798294,36.4591685226,38.5361984599,47.6347,105.0867,72.8756,2072,
4500,5.57960652116,26.4432146575,41.9461144668,35.9191,93.7161,52.7404,2610,
3600,5.84582205396,29.827829684,40.239820356,40.5589,98.1096,59.4071,3004,
5400,5.06167895279,26.569269714,42.8074531683,35.5908,92.8456,47.3351,5474,
6300,5.90619898795,32.1588415537,40.2931884631,41.6176,98.8361,65.4471,6421,
2700,6.12507870535,35.2671253614,38.7448757292,46.7549,104.079,67.5013,2072,
5400,5.33809279658,25.3692424363,42.919777673,34.5785,91.8912,49.4178,2610,
4500,5.3518607041,26.1303117295,42.1475887415,35.6841,92.9973,50.3547,3004,
6300,5.6257135193,32.0861433741,40.3364621037,41.7736,98.5708,62.0062,5474,
7200,5.38558323852,33.2703293121,40.361685218,42.302,99.3432,58.5422,6421,
3600,5.49454722876,28.1010747768,40.923108911,38.5038,95.9404,54.5369,2072,
6300,5.68362386699,33.20533999,40.1129972505,43.2136,100.509,60.8969,2610,
5400,4.88641131016,25.1928118911,43.4059136356,33.9138,90.91,44.5707,3004,
7200,5.57304039105,32.9762445169,40.3482029521,42.6405,99.6671,60.4044,5474,
8100,6.02355782719,31.7039204135,39.8837847331,41.696,99.1639,65.2498,6421,
4500,5.22274092802,27.3372652063,41.9464706197,36.5928,93.8862,49.6569,2072,
7200,5.65334137601,33.7578610334,40.1620720085,43.5346,100.912,61.4836,2610,
6300,5.41089486375,29.0147654551,41.5077793472,38.2816,95.4533,56.6471,3004,
8100,5.77903450942,33.5774225334,39.4357536941,43.6752,101.093,62.8169,5474,
9000,5.84218431783,36.4531929686,38.7573239987,46.7412,104.2038,65.792,6421,
5400,5.38800548894,25.0164212092,42.8246703667,34.4387,91.7018,49.7947,2072,
8100,5.78293725323,34.1529482727,39.5050265292,44.4269,101.7192,61.4649,2610,
7200,5.43178763062,33.3322198352,40.2137147405,42.931,99.9298,58.2862,3004,
9000,6.29533174747,36.2668717196,38.5972225009,46.9345,103.9929,72.7307,5474,
9900,5.66241162665,33.9667241261,39.8196618585,43.9707,100.8766,59.4418,6421,
6300,5.70173102058,32.4955511579,40.1723823297,41.9208,99.4091,62.3653,2072,
9000,5.75983837237,34.3386875499,39.3224125936,44.5226,101.6871,62.0338,2610,
8100,5.80233148617,32.9708042793,39.5232109957,43.3123,100.429,60.8053,3004,
9900,5.95368193011,34.6849616097,38.6860618558,45.3794,102.6917,65.4151,5474,
10800,5.54925611101,33.4066767519,39.9142201485,43.2743,100.465,59.4356,6421,
7200,5.68691354234,35.6749371446,38.9753187113,45.7511,103.0334,62.5493,2072,
9900,5.9803923807,32.7862587263,39.4100217676,43.087,100.3827,63.4818,2610,
9000,5.87049521949,34.0594754123,39.5476425054,44.0442,101.5127,61.6373,3004,
10800,6.05722919822,34.144265858,39.3026214799,44.3975,101.4218,66.1387,5474,
11700,5.80218599011,30.7507896867,41.0395521329,39.9065,97.5557,59.3227,6421,
8100,6.14047153507,33.8251202332,39.1839281586,44.2586,101.4769,65.9929,2072,
10800,6.42521651644,33.6235937985,39.3779339297,44.2401,101.2778,68.7431,2610,
9900,5.70824066673,32.9771769207,39.9846526172,42.8264,100.02,61.04,3004,
11700,6.17200630336,34.0547331314,39.2811991563,44.0173,101.7732,65.7707,5474,
12600,5.95202720361,33.8897676163,39.699826748,43.5176,100.7332,64.9778,6421,
9000,5.83552987555,34.6370560205,39.1738412548,45.0467,102.1821,63.4569,2072,
10800,6.07104135215,36.8747231186,39.0695923127,46.9598,104.1887,71.0631,3004,
11700,6.44977509778,38.1698626316,38.8362725482,48.1089,105.5934,75.6356,2610,
12600,5.61185276057,31.0584980139,41.1489799685,40.4414,97.8905,59.0898,5474,
13500,5.84312122184,33.9598504826,39.5736372476,43.6212,100.9412,63.5733,6421,
9900,6.28397048871,35.9238393977,38.8346741057,46.2246,103.7911,71.3378,2072,
11700,5.79353275122,35.4864410595,38.9619880659,45.6537,103.034,62.2631,3004,
12600,5.70095018489,34.9568615561,39.6633015055,45.1304,101.9722,61.2978,2610,
13500,5.81697479291,33.939140951,39.6151893885,43.8385,100.8713,62.1636,5474,
14400,6.06451324362,33.9229468889,39.884676127,43.6499,101.2556,64.9538,6421,
10800,5.85438787297,32.1893990395,39.5866682329,42.5508,99.7899,61.4124,2072,
12600,5.91234980853,33.5640278187,39.7140453438,43.3997,100.9101,64.3671,3004,
13500,6.13185128957,36.0272956996,39.2804877216,45.8459,103.279,67.5484,2610,
14400,5.89300058714,34.0339169395,39.6023982084,43.7396,101.1872,66.24,5474,
11700,6.22047908256,37.0382041076,38.474391184,47.3984,104.8536,71.5227,2072,
13500,5.69209159767,32.8148422045,39.8489658295,42.3779,99.8669,61.7769,3004,
14400,5.7400631947,32.103695487,40.3761039501,41.6551,98.7471,61.6916,2610,
12600,5.94200223677,36.6336740966,38.9859155718,46.5814,103.8848,67.3547,2072,
14400,5.94659817815,33.5388472707,39.6611188795,43.5667,101.0186,63.8684,3004,
13500,5.85850850726,32.5644751647,39.8778305674,42.277,99.8252,63.0027,2072,
14400,6.13745376191,36.0910465576,38.6749896099,46.552,103.654,69.0027,2072,
900,5.09227038573,27.7677879223,41.7133089964,38.031,95.0419,49.1911,5694,
1800,5.58653391122,29.4622081254,40.824809566,39.6255,97.1132,58.984,5694,
900,4.91202484027,25.4050554742,42.6247334898,34.7176,91.9048,46.4169,7861,
2700,5.71298517497,28.789971083,40.7172800804,39.5216,96.7394,58.9227,5694,
1800,5.61742952052,28.790462129,41.0156944195,38.866,96.4094,55.48,7861,
3600,5.23892898617,26.4362436657,41.7670097487,36.4911,93.9278,49.2364,5694,
900,5.05040749668,26.4481084386,42.0735072563,36.1551,93.5489,48.6462,9258,
2700,5.69902902028,28.9983284351,40.8962134672,39.4475,96.7506,58.8969,7861,
4500,5.10612705799,27.0956278936,42.0146856857,36.6612,94.1654,47.7476,5694,
1800,5.55635607215,27.3222703719,41.0315192479,37.7121,95.4719,54.4889,9258,
3600,5.54406149062,27.1387058898,41.1829666183,37.4843,94.9862,53.7067,7861,
5400,5.2656695775,25.8876955568,42.8568859113,34.9475,92.0421,49.4311,5694,
900,4.98821000267,26.462406599,42.006067466,36.2755,93.5114,46.888,4321,
2700,5.73992989472,31.2331115284,39.6870678782,42.2387,99.8462,60.8587,9258,
4500,5.57426598733,26.8405969722,41.9878969649,36.261,93.8731,53.0791,7861,
6300,5.49495716323,30.4573616451,40.8596061114,40.0141,97.1313,58.4827,5694,
1800,5.70230814211,32.4741169355,39.8214351111,43.2668,100.9022,60.688,4321,
900,5.2440149663,28.5501148823,41.2033755206,38.9927,96.3208,51.5218,9156,
3600,5.37186778131,25.906317055,41.7988229272,36.0735,93.6415,52.0249,9258,
5400,5.72377807211,27.8814109818,41.9413762849,37.5471,94.7197,55.128,7861,
7200,5.19100507145,32.0899562989,40.217382604,42.027,98.9955,54.1111,5694,
2700,5.96418552803,30.8621625232,39.5832738889,42.2828,99.5555,63.4169,4321,
4500,5.18851673244,25.5787856567,42.732781572,34.6936,91.9924,47.2676,9258,
1800,5.99551445852,34.4651760713,39.2353285853,45.2262,102.581,68.488,9156,
6300,5.77518877329,35.0056489196,39.7103004431,45.1139,102.1482,64.4853,7861,
8100,5.71968763235,32.9469247596,39.8141341266,42.8201,100.1212,63.1662,5694,
3600,5.55545536401,27.1414338775,41.5267115016,37.1063,94.4299,54.6258,4321,
5400,5.24666886273,25.5318851498,42.8556803059,34.8366,92.1849,47.1102,9258,
2700,5.83840974292,29.9012596366,40.4260700797,40.6854,98.3214,58.8124,9156,
7200,5.45747321538,31.2455920206,40.6377977436,40.5963,97.9408,56.8347,7861,
9000,6.02437701296,32.01261911,39.7829302581,41.765,99.0198,64.2551,5694,
4500,5.34925549444,26.7841744013,42.0447858476,36.2428,93.695,50.9147,4321,
6300,5.76166860027,32.105986584,40.4444132143,41.4053,98.7964,63.7476,9258,
3600,5.45961300856,28.3802931566,40.504422418,39.0905,96.8546,53.2516,9156,
8100,5.60951129742,33.5649724699,40.0972918791,42.9332,100.1089,62.2827,7861,
9900,6.11752634521,33.7985784949,39.544361712,43.9677,101.0842,67.3236,5694,
5400,5.32735184329,26.5056117404,42.5195786599,36.0522,93.3948,48.6916,4321,
7200,5.54486073832,32.2054705782,40.4587862059,41.5774,98.922,58.7796,9258,
4500,5.35383225349,26.1893997181,42.5929988852,35.7289,92.9086,49.4427,9156,
9000,5.76822686793,34.6126955858,38.9358230272,45.1036,102.6992,60.792,7861,
10800,5.74605069442,32.9949903994,39.6865614889,43.0671,100.2938,61.5218,5694,
6300,5.45022767773,32.0948760407,40.5300575094,41.7128,98.7695,58.4951,4321,
8100,5.70872426601,33.0142781042,39.7159614766,43.1107,100.5005,61.2453,9258,
5400,5.07601460747,26.2481898024,42.5830398598,35.5159,92.8643,47.1369,9156,
9900,6.08391666112,34.1590385206,38.932616645,44.6603,102.2987,65.4649,7861,
11700,5.70133326839,33.1694893043,39.7028822632,43.0643,100.7449,60.1947,5694,
7200,5.69714503942,32.3370164012,39.5927092978,42.2467,100.0454,60.3884,4321,
9000,5.92189409398,33.1001018752,39.875441907,42.8301,100.142,63.224,9258,
6300,5.79129224577,34.6120380616,39.380419105,44.8775,102.1596,63.5058,9156,
10800,5.86713208702,32.3867885136,39.7423361679,42.5792,99.7833,61.4196,7861,
12600,6.05429281824,34.3567913761,39.3422142067,44.4944,101.7575,64.6551,5694,
8100,5.92137787625,34.6458224138,39.0809998305,44.9659,102.2857,65.4889,4321,
9900,5.73449230258,33.2220078219,39.4474885591,43.2677,100.8701,61.8053,9258,
7200,5.52938709964,32.792025401,40.0435624143,42.6679,99.743,58.6738,9156,
11700,5.53131753711,32.8820244352,40.314650067,42.1424,99.3767,59.816,7861,
13500,5.62924706735,32.7445512213,39.9834004059,42.4844,100.1928,57.7529,5694,
9000,5.93705487478,32.8156180505,39.5527352228,42.7257,99.9709,63.5991,4321,
10800,5.65755210902,31.3711944842,40.3248425903,41.0604,98.7845,59.3227,9258,
8100,5.9575042172,33.6288991318,39.506590358,43.9082,100.9944,64.1627,9156,
12600,6.14518174941,35.7591251532,38.7762119605,45.7068,103.1774,69.6622,7861,
14400,5.5854644201,33.4121564512,40.3055788186,42.7773,99.8487,60.6969,5694,
9900,6.15941675783,36.0325465705,39.2296904421,46.2351,103.4524,68.072,4321,
11700,6.319754113,35.8768687208,38.8572850298,46.2346,103.2516,71.5564,9258,
9000,5.86442992149,35.1626153685,38.9546553753,45.3585,102.7777,65.3449,9156,
13500,6.24883333691,34.2419146151,39.4252185389,43.9334,101.1512,67.8187,7861,
10800,5.96965902889,33.2066703168,39.4610186088,43.5387,100.4521,64.8062,4321,
12600,6.04234143967,37.0997346292,38.5761817605,47.5207,104.9175,67.3173,9258,
9900,6.2519729708,33.7280796191,39.4476798534,43.916,101.343,65.216,9156,
14400,6.1364430147,33.8586567095,39.85190819,43.4225,100.5072,67.2258,7861,
11700,6.43988837976,35.0523746938,39.2071585934,44.9484,102.4063,72.1333,4321,
13500,5.94683830067,32.9293880229,39.9052914677,42.847,100.3052,62.2089,9258,
10800,6.32442685226,34.3550076221,39.0408962673,44.7604,102.218,70.2,9156,
14400,6.05039952323,31.4511059077,40.5069104513,40.9669,98.5265,63.2347,9258,
12600,5.81564562641,32.1758388092,40.2344898079,41.8769,99.0878,61.4124,4321,
11700,5.79330678371,33.1022064932,39.8142887145,42.4672,100.074,62.4524,9156,
13500,5.76397785931,32.3938644943,40.2101677251,41.7241,99.0325,61.1476,4321,
12600,5.76263888329,34.9866147303,39.8183807844,44.4885,102.0066,65.4142,9156,
14400,6.05507079644,33.9473753053,39.7799618439,43.6393,100.9279,65.9547,4321,
13500,5.92491929764,33.2554352002,39.8118913655,42.8053,100.4517,64.3191,9156,
14400,5.66055685607,31.422076079,40.7505465695,40.7756,98.1708,60.1618,9156,
900,5.16609539043,27.6004452699,41.373254394,37.8245,94.9816,51.0871,8458,
1800,5.77737338047,27.5942306604,40.818063858,38.3611,95.8122,57.0231,8458,
900,5.18269576519,27.336766568,41.6979893767,37.796,95.3446,50.4231,8261,
2700,5.54798639854,33.0119566044,39.5862315532,43.8969,101.6305,61.0507,8458,
1800,5.90121174457,36.1482963918,39.2835788093,46.7726,103.9447,69.8364,8261,
900,4.82709544131,25.7032790303,42.2616317739,35.5603,93.0716,45.7378,1760,
3600,5.47454427883,28.3942984028,40.7567435434,38.6768,96.0107,54.0507,8458,
2700,5.41567333497,27.8696590991,40.8800882404,38.4649,95.82,52.336,8261,
