training_iteration,reward_mean_5,reward_mean_10,reward_mean_15,reward_mean_30,reward_mean_45
555,-8.27814468283573,-8.24782752990723,-8.098909608,-8.0136502876127,-8.18004682000132
556,-8.63608456495048,-8.24782752990723,-8.098909608,-8.21655881377716,-8.17321612795132
557,-8.78395083549887,-8.24782752990723,-8.075321811,-7.64489363875678,-8.65415433504955
558,-8.389739553345,-8.24782752990723,-7.661258855,-8.2772851039502,-7.88410228457986
559,-8.88277411147751,-8.24782752990723,-7.661258855,-8.36964675734438,-8.12325079838126
560,-8.27231278066621,-8.24782752990723,-7.661258855,-7.47235746565996,-7.87215272472417
561,-8.97299489149349,-8.24782752990723,-8.022083492,-8.13984278800852,-7.6956449292219
562,-8.2909630582116,-8.24782752990723,-8.022083492,-7.80177508943665,-8.03239603930152
563,-8.62757480665736,-8.29184532165527,-8.048046033,-8.14081367255611,-8.18378281543356
564,-8.20793573368726,-8.29184532165527,-8.048046033,-8.34270668347905,-7.35482595720472
565,-8.61309668832913,-8.29184532165527,-8.048046033,-8.3983500775292,-8.06705726283173
566,-8.43961984146516,-8.29184532165527,-8.083964009,-7.89087209189675,-7.8289543783883
567,-8.8216213995296,-8.29184532165527,-8.083964009,-7.82342814089601,-8.03070778397998
568,-8.75189303115783,-8.29184532165527,-7.963558727,-8.24253522459698,-7.82368811497108
569,-7.93546194843417,-8.32329559326172,-7.963558727,-7.63517929226205,-7.8791921272396
570,-8.11989242897245,-8.32329559326172,-8.114733527,-8.17043285012177,-8.43093571345576
571,-8.389739553345,-8.32329559326172,-8.114733527,-7.88980453203677,-8.13443472620983
572,-8.389739553345,-8.28688621520996,-8.067972931,-7.69100834003822,-7.99206057710267
573,-8.79066519345148,-8.28688621520996,-7.598617343,-8.33651939557174,-7.54897696892228
574,-8.32343585714937,-8.28688621520996,-7.598617343,-8.37967124358384,-7.59988217472494
575,-8.19954036127063,-8.28688621520996,-7.688426875,-8.88926579714643,-7.8836854748733
576,-8.42475418315174,-8.28688621520996,-7.688426875,-8.52270185326419,-8.44666484677352
577,-8.1940281321341,-8.28688621520996,-7.688426875,-7.93970361734201,-8.03638776419554
578,-8.6608146101604,-8.28688621520996,-8.121243829,-7.88278812966591,-7.80092462739797
579,-8.8930726779437,-8.28688621520996,-8.164564106,-8.14610861824023,-8.02265345197967
580,-8.82131863069735,-8.28688621520996,-7.816221246,-8.25467938016403,-7.75822517593029
581,-8.389739553345,-8.28688621520996,-7.816221246,-7.85039422575161,-7.75124076096522
582,-7.62082763860488,-8.28688621520996,-7.816221246,-7.70397521485146,-8.51189635817851
583,-8.25981579699556,-8.28688621520996,-7.704080231,-7.8640609750428,-7.62778198395361
584,-8.389739553345,-8.29760456085205,-7.704080231,-8.06802794363789,-7.76424578070326
585,-8.21377257998234,-8.29760456085205,-8.011831233,-7.26819242643009,-7.79237169765239
586,-8.26430531021538,-8.29760456085205,-8.011831233,-7.86766497998003,-7.52962972723219
587,-8.48003524274917,-8.29760456085205,-8.011831233,-8.25996893801901,-8.05252393329031
588,-8.74456908606644,-8.44376087188721,-7.643968465,-7.86809768151877,-8.14127934059143
589,-9.01708730959098,-8.51694583892822,-7.643968465,-8.09606861460335,-8.4395961734048
590,-8.33062714664314,-8.51694583892822,-7.643968465,-7.8988077077227,-7.84426364587791
591,-8.93144818010626,-8.51694583892822,-7.987917479,-7.89986311101021,-8.33201354047754
592,-8.52080709782886,-8.51694583892822,-7.987917479,-7.88269317483676,-7.50923158720416
593,-8.40928466758792,-8.29620933532715,-7.99322505,-8.06524066101569,-8.22005288888954
594,-8.00553127312232,-8.29620933532715,-8.433371404,-7.90910496979093,-7.35326181154616
595,-8.33871481198782,-8.29620933532715,-7.843303945,-7.81290032275258,-7.46022036181046
596,-8.63392191025427,-8.29620933532715,-7.843303945,-7.99388317443499,-8.37375364142682
597,-8.08010992284774,-8.29620933532715,-7.843303945,-7.80852803149005,-8.11959696734344
598,-8.03487383433311,-8.29620933532715,-8.306815624,-7.66578659882424,-8.0790677328882
599,-7.81823993318416,-8.29620933532715,-7.86194792,-8.63067621306319,-8.18406123942775
600,-8.49873355482877,-8.29620933532715,-7.86194792,-7.44915312689059,-8.37109683043551
601,-7.88203417370448,-8.29620933532715,-8.180718271,-8.27273279580811,-8.16842462736085
602,-8.5449811996624,-8.29620933532715,-8.081000257,-8.12742516049612,-7.85463327011359
603,-8.69064148378553,-8.29620933532715,-8.081000257,-8.57577599986556,-8.51580688079046
604,-7.70913772598086,-8.37516975402832,-8.081000257,-8.08529545215201,-8.29992858781625
605,-8.2943739280372,-8.37516975402832,-8.078122423,-7.71564480001423,-8.16284451157714
606,-8.38238519746698,-8.37516975402832,-8.078122423,-7.9471683527475,-6.86865474181957
607,-8.39310570237769,-8.37516975402832,-8.078122423,-8.06243181434309,-8.06953736774184
608,-8.86385148324382,-8.37516975402832,-8.222894636,-7.81514953767792,-8.15578163352045
609,-8.89238148918963,-8.37516975402832,-7.338733691,-7.49955210313328,-7.81986764607479
610,-8.24236840165681,-8.37516975402832,-7.338733691,-8.00239466543584,-8.15536823082349
611,-7.83679391799829,-8.37516975402832,-7.889294714,-7.79373255463155,-7.85020361431726
612,-8.389739553345,-8.37516975402832,-7.889294714,-7.93034603342443,-8.44534586997886
613,-8.389739553345,-8.37516975402832,-8.043499847,-8.75002323883578,-7.94599811852166
614,-7.97196108431422,-8.3938455581665,-8.043499847,-7.61502201988978,-8.13809336780939
615,-8.5355827465706,-8.3938455581665,-8.043499847,-8.1631143897499,-8.22646814082819
616,-8.23685026311307,-8.3938455581665,-7.528050746,-8.35783896757273,-7.88584188557356
617,-8.36603374996195,-8.3938455581665,-7.528050746,-8.04584849504592,-8.07520697129277
618,-8.16099070817088,-8.3938455581665,-7.832760927,-7.43612286585215,-8.07759818268153
619,-8.73029685525283,-8.27649688720703,-7.757750578,-8.26265425017372,-8.01639085331354
620,-8.15834840266445,-8.27649688720703,-7.736667138,-7.85589583316782,-8.32878192961336
621,-7.84451984404162,-8.27649688720703,-7.736667138,-8.15609812320666,-8.51758753568395
622,-8.86233693277889,-8.27649688720703,-8.22991318,-7.72808298843343,-8.58579881089764
623,-8.08639708480803,-8.27649688720703,-8.321481152,-8.45129056974716,-7.83563107586796
624,-8.36308206432679,-8.27649688720703,-8.321481152,-8.41308637881889,-7.63166357528134
625,-9.13723455204705,-9.6418924331665,-8.184132283,-7.36136791367996,-7.65674337662675
626,-8.58020721143759,-8.69602298736572,-8.184132283,-8.49948420338752,-8.15739784643541
627,-7.5448043153892,-8.49293804168701,-7.520005262,-8.07668113397922,-7.95394945639524
628,-8.03697746558744,-8.49293804168701,-7.520005262,-7.80085725689576,-8.11514316818668
629,-8.49641733794685,-8.49293804168701,-7.520005262,-7.94824110801416,-8.27447981072636
630,-8.389739553345,-8.49293804168701,-7.924595036,-8.51139207548117,-8.97827925429793
631,-8.75797275173546,-8.49293804168701,-7.924595036,-7.73082543874257,-7.77714469642791
632,-8.21133471406805,-8.49293804168701,-7.924595036,-8.35403418676718,-8.10858261464573
633,-8.16207714444873,-8.49293804168701,-8.011191391,-8.51440545662717,-7.9697029934097
634,-8.29482800476935,-8.49293804168701,-8.197757692,-7.87600459243987,-8.21400150784044
635,-8.77537710963833,-8.49293804168701,-8.239095179,-8.07994609901468,-7.90627363161991
636,-8.39517534791889,-8.49293804168701,-8.193505211,-8.48317375047088,-8.09951922770534
637,-8.49893021330901,-8.49293804168701,-7.689698401,-8.3729731079773,-8.09787200647538
638,-8.68905230056802,-8.49293804168701,-7.689698401,-7.50668549836551,-8.46927016307681
639,-8.34396934623683,-8.49293804168701,-7.689698401,-7.40011437376481,-8.59117926007197
640,-8.24287619866758,-8.49293804168701,-7.887522678,-7.99954124395673,-7.87229516262737
641,-8.43155204679657,-8.49293804168701,-7.889196506,-7.79731473659697,-8.23082009190381
642,-8.72704663419293,-8.49293804168701,-8.061196879,-7.6941257651453,-7.91221268322278
643,-8.40956083084448,-8.49293804168701,-7.657669893,-8.11184114201768,-8.15954294948586
644,-8.24620808020141,-8.49293804168701,-7.657669893,-7.86412841345882,-8.3048410655451
645,-8.84448002258259,-8.49293804168701,-7.572317754,-7.84024328399287,-8.11664915132413
646,-8.33504330434282,-8.49293804168701,-7.530517802,-8.46548116091375,-8.06705726283173
647,-8.27165269281629,-8.49293804168701,-7.530033434,-8.19956990187149,-8.30042139307924
648,-8.37766910571419,-8.49293804168701,-7.530033434,-7.86248159405226,-8.06705726283173
649,-8.6384632779339,-8.49293804168701,-7.638248495,-8.58547354901062,-7.89815504466355
650,-8.42600398746435,-8.49293804168701,-8.32002373,-8.38072494902604,-8.20231779660462
651,-8.57297874682825,-8.49293804168701,-8.32002373,-7.80987014425691,-8.8044300355461
652,-8.72732633043921,-8.49293804168701,-7.476397474,-8.07620240385392,-8.04501383145792
653,-7.90294066763654,-8.49293804168701,-7.438717981,-7.34879453149759,-8.38020509142765
654,-8.53247110228726,-8.49293804168701,-7.438717981,-8.01213455318364,-7.99918912215677
655,-8.58295154250659,-8.49293804168701,-7.438717981,-7.7880190108438,-8.4997450829801
656,-8.15891572930137,-8.70528888702393,-7.558824204,-8.48387548125971,-8.23847112621655
657,-7.30637484881421,-8.62794017791748,-7.747730352,-8.08560946864355,-8.73940627249419
658,-8.73624515626423,-8.62794017791748,-8.013490519,-8.06705726283173,-7.97285521302682
659,-8.58367118352611,-8.62794017791748,-7.632249784,-8.2267623321459,-7.36078195330386
660,-8.20024190914493,-8.62794017791748,-7.470516674,-8.20419502493979,-7.75175830949397
661,-7.65653067609506,-8.62794017791748,-7.470516674,-7.87030103198259,-7.97746798710017
662,-8.85576746124881,-8.62794017791748,-7.519321536,-7.6308347098351,-7.33506652394733
663,-8.08581040545104,-8.62794017791748,-7.771230894,-8.3937072629127,-8.52131179334556
664,-8.72724858995055,-8.62794017791748,-7.771230894,-7.76648498966019,-7.58589627578987
665,-7.84674601897962,-8.62794017791748,-7.771230894,-8.02791128276514,-8.43582048234903
666,-7.78845925181789,-8.62794017791748,-8.015727973,-8.3626575204986,-8.84444766110145
667,-8.89994388239401,-8.62794017791748,-7.989191054,-8.66718785595099,-8.27801132898749
668,-8.50512600312015,-8.62794017791748,-7.989191054,-7.89915876553959,-8.51419016984087
669,-8.10844491835518,-8.62794017791748,-7.781419606,-7.73322587509088,-8.04152263419335
670,-8.56086862921138,-8.47299957275391,-7.781419606,-8.02717492442105,-8.54714095570045
671,-8.94687940812626,-8.47299957275391,-7.887230097,-8.19260768340421,-7.90983533757079
672,-8.35250060559028,-8.47299957275391,-7.910104096,-8.33567502313827,-7.59428634821256
673,-8.85450699175105,-8.47299957275391,-7.635747892,-7.67473555664969,-7.68454801596587
674,-8.42018575227051,-8.47299957275391,-7.635747892,-8.1063938826301,-8.33517501901113
675,-7.32556295304732,-8.47299957275391,-7.635747892,-8.55681428225231,-8.5960508084097
676,-8.11923227049217,-8.47299957275391,-7.85850868,-8.54910393654314,-8.56068663730151
677,-8.29977732755264,-8.47299957275391,-7.942620036,-7.61901222804197,-8.03946455137493
678,-8.83184425024428,-8.47299957275391,-7.942620036,-8.37637980065066,-8.16245864793124
679,-7.58580976274427,-8.47299957275391,-7.807033977,-7.92324644795196,-8.03846980927088
680,-8.38528086292227,-8.47299957275391,-7.807033977,-7.94771095015418,-8.13630167126186
681,-8.32484742265594,-8.47299957275391,-7.807033977,-7.91696274506853,-8.07239272334975
682,-8.54019368515997,-8.47299957275391,-7.952880899,-8.20654013416868,-8.10219697312942
683,-8.06466791192531,-8.47299957275391,-7.952880899,-7.36805660926654,-7.69912970014194
684,-7.87970949295045,-8.47299957275391,-7.889445719,-7.87963533278138,-7.99925795846544
685,-7.9469703188828,-8.47299957275391,-7.639271506,-8.43630719800682,-7.89908811253643
686,-9.01948488088192,-8.47299957275391,-7.639271506,-7.16858595387496,-7.27605612152837
687,-8.49879796972186,-8.64980697631836,-7.639271506,-8.35459248358356,-8.00013409758481
688,-8.95268729597161,-8.64980697631836,-8.31482264,-8.28952036589701,-8.03516664554552
689,-8.31865775414311,-8.64980697631836,-8.031777612,-8.01475742424705,-7.84644435840416
690,-9.02076719870599,-8.64980697631836,-7.791405765,-8.18361170658243,-7.51482456133641
691,-8.2776985461338,-8.56945991516113,-7.791405765,-7.5835037627197,-8.09063661884517
692,-8.14792359619215,-8.56945991516113,-7.791405765,-8.06705726283173,-8.19553736077604
693,-8.98891535250994,-8.22311305999756,-8.365077269,-7.57170446217465,-7.60718865962784
694,-8.41606288127655,-8.22311305999756,-8.365077269,-8.3219966605851,-7.3941794309476
695,-8.60735034307535,-8.22311305999756,-7.731545795,-7.2392389570351,-8.51985151054458
696,-8.40198284010111,-8.22311305999756,-7.731545795,-8.6066427824682,-8.48453596572629
697,-8.3791192405503,-8.22311305999756,-7.6757608,-8.51584989287185,-8.13386488970477
698,-8.92679961907568,-8.22311305999756,-7.51550164,-8.05794139973718,-8.07814160071344
699,-8.44196099675187,-8.22311305999756,-7.51550164,-7.80532037156382,-7.90331125374727
700,-9.07698581460018,-8.22311305999756,-7.51550164,-8.17182278553175,-7.58170015295752
701,-7.65590060615036,-8.22311305999756,-7.53437229,-7.53530451487082,-7.95370498930741
702,-7.80084946591979,-8.22311305999756,-7.53437229,-8.28334853970106,-8.02336003860611
703,-8.66467536009729,-8.22311305999756,-7.39764924,-8.3759357575052,-7.94402493928809
704,-8.17372868264768,-8.22311305999756,-7.39764924,-7.85685341792709,-7.75486135951069
705,-8.33285549346487,-8.22311305999756,-7.39764924,-7.30095740009809,-8.46390872977004
706,-8.95525419179144,-8.22311305999756,-8.021416893,-7.70922599391938,-7.47811279908047
707,-8.46497133382936,-8.22311305999756,-8.00704999,-8.1431650524937,-8.16277813714418
708,-7.71976156882236,-8.22311305999756,-8.00704999,-8.67060256245425,-8.62110308202302
709,-8.35564948679075,-8.58623790740967,-7.686147795,-8.60807033081145,-7.87707276352418
710,-7.5716523298176,-8.58623790740967,-7.686147795,-7.6579885990208,-7.63858779597041
711,-8.94175103148127,-8.58623790740967,-7.775878782,-7.99653460325664,-7.82990286269666
712,-8.27748553672402,-8.58623790740967,-7.775878782,-8.69003197985773,-7.82339225976496
713,-8.27423974183367,-8.58623790740967,-7.775878782,-8.17882971392573,-7.76283439584744
714,-8.39721142637902,-8.58623790740967,-7.941960066,-7.702042976328,-8.22139574870833
715,-8.50233922320166,-8.58623790740967,-8.219312843,-8.03589884699833,-7.92511472298282
716,-8.84353329316715,-8.58623790740967,-8.016027186,-6.85092416580319,-8.28523169917587
717,-8.60028579977197,-8.59169864654541,-8.016027186,-7.33408141145597,-8.55064490095362
718,-8.72427957191806,-8.59169864654541,-8.016027186,-8.16782194886786,-8.29359243283147
719,-7.7435688047672,-8.59169864654541,-8.288898261,-8.0907866970523,-7.70389602734584
720,-8.18804837706672,-8.59169864654541,-8.220526738,-8.47324221560308,-7.9614585168825
721,-8.21558716823873,-8.59169864654541,-7.748291712,-7.71324848377056,-7.75742884120034
722,-8.18718447352623,-8.59169864654541,-7.748291712,-8.6306397659837,-8.41369633540881
723,-8.52149919300595,-8.59169864654541,-7.507746862,-7.9933262585328,-8.48682728721551
724,-8.5898968735252,-8.59169864654541,-7.507746862,-8.15360948945357,-7.07214100512929
725,-8.6745647413143,-8.59169864654541,-7.507746862,-8.38584044377903,-8.13041490763529
726,-8.99889504642061,-8.59169864654541,-7.870586704,-8.32956678690895,-7.90949336888584
727,-9.09561297247268,-8.59169864654541,-7.311748778,-8.69450206701057,-7.587999430742
728,-9.29758798864534,-8.59169864654541,-7.311748778,-7.55935791212674,-8.37734802524058
729,-8.74250463112135,-8.59169864654541,-7.64506107,-8.43871734603035,-7.30229005020704
730,-9.07727864809439,-8.59169864654541,-7.946101333,-7.7405696673149,-8.61564158903219
731,-8.54659929424274,-8.6377477645874,-7.803176755,-8.24899793697175,-8.16379452394629
732,-8.12083360213249,-8.33231067657471,-7.803176755,-8.02036836158276,-8.94709395591366
733,-9.18064585798925,-8.33231067657471,-7.707583768,-7.97122335729699,-7.68818022777331
734,-8.61532889039162,-8.33231067657471,-7.405979693,-8.20079464825101,-7.31718173830022
735,-8.389739553345,-8.33231067657471,-7.384434567,-7.94947252126629,-8.22533238418127
736,-8.18376087846316,-8.33231067657471,-7.384434567,-8.30837496078967,-8.57786561733102
737,-9.35209862104771,-8.33231067657471,-7.760577868,-7.8995527109292,-8.06705726283173
738,-8.61602855478952,-8.33231067657471,-7.760577868,-8.90647579115041,-8.10751085544832
739,-7.73201212314876,-8.33231067657471,-7.761506501,-7.39353601548595,-8.10105915360043
740,-8.28546055252203,-8.33231067657471,-7.913399584,-8.49111491259153,-7.64105705164894
741,-8.32754686224197,-8.33231067657471,-8.0040322,-7.71745975138314,-8.51284973228139
742,-7.87426247918449,-8.33231067657471,-8.02302145,-8.3026568894144,-7.84194755848499
743,-8.67524074453984,-8.33231067657471,-8.02302145,-7.91043055686336,-8.82384365166915
744,-8.389739553345,-8.33231067657471,-8.3506231,-7.85216242977943,-8.12957786989359
745,-8.89400052550817,-8.33231067657471,-8.155969451,-8.51766387080944,-8.56797999220062
746,-8.49040358613034,-8.33231067657471,-8.155969451,-7.59645474570077,-8.3477973896904
747,-8.27464500709759,-8.33231067657471,-8.195703603,-8.14343620970993,-8.5299718910876
748,-8.18272251792057,-8.33231067657471,-7.728979369,-7.77512163449891,-7.72911265238592
749,-8.09587829314441,-8.49750328063965,-7.728979369,-7.97601717827606,-8.33665232554116
750,-8.2386939393082,-8.49750328063965,-7.728979369,-8.29646011621125,-8.1595899684822
751,-8.91284541325321,-8.49750328063965,-7.655599076,-8.35686352148072,-7.62007231738256
752,-8.02145246398588,-8.49750328063965,-7.655599076,-7.9930560690884,-8.07482182357165
753,-8.59891637116412,-8.49750328063965,-7.655599076,-8.08308035825807,-7.23156116468016
754,-8.2222066107522,-8.49750328063965,-7.847551285,-8.03915377493821,-7.79694281792061
755,-8.73084438184403,-8.49750328063965,-7.847551285,-7.11368723478122,-8.63704553262651
756,-8.62132726833197,-8.37270164489746,-7.902608192,-8.34693764609732,-8.5420707368226
757,-8.81373693185981,-8.37270164489746,-7.902608192,-8.22818187797822,-7.77587733413091
758,-8.17484440698364,-8.37270164489746,-7.902608192,-8.4920828655262,-8.11946780659062
759,-8.61113744908476,-8.37270164489746,-8.283355846,-8.36075498294924,-8.18612778883482
760,-8.51768658943469,-8.37270164489746,-8.283355846,-7.70544287762009,-8.43658125287905
761,-8.73233863785068,-8.37270164489746,-8.518675389,-7.28614231878566,-8.19479543632904
762,-7.9089138305365,-8.16848468780518,-8.119954046,-8.19286319780558,-8.56027562290697
763,-8.55841242294558,-8.16848468780518,-7.992679266,-8.44168832631927,-8.06990624939739
764,-7.74859759259723,-8.16848468780518,-7.992679266,-7.7482197734722,-8.41795138479266
765,-8.59949758843954,-8.16848468780518,-7.992679266,-7.71907143671059,-8.06705726283173
766,-8.13777853305304,-8.16848468780518,-8.086788529,-7.78982409207192,-8.22997885482469
767,-8.42798739112242,-8.16848468780518,-8.086788529,-8.20066863417152,-7.83124053842775
768,-7.75254328732002,-8.16848468780518,-8.212387474,-8.005454946729,-7.60721962832644
769,-8.18750489994979,-8.16848468780518,-8.279818726,-8.00603130296008,-8.31704126132661
770,-8.36576121681187,-8.16848468780518,-8.054925221,-7.63934824956931,-7.48518090650074
771,-8.81884016409478,-8.16848468780518,-8.054925221,-7.85688044762455,-8.25099284862538
772,-7.94575382855912,-8.16848468780518,-8.054925221,-8.41433572131758,-8.43196465299426
773,-8.38632064195803,-8.16848468780518,-8.09289509,-8.00947019809964,-7.65697949031562
774,-8.28568692284257,-8.16848468780518,-8.23663124,-8.30014000351522,-8.02486724702193
775,-8.89297224156435,-8.16848468780518,-7.995236028,-8.41946502521249,-8.45880564060684
776,-7.51413190211854,-8.16848468780518,-7.995236028,-7.82531211533657,-7.79398750308448
777,-7.80754828519205,-8.16848468780518,-8.11924856,-7.78525238321733,-8.36586020007857
778,-8.43749658085516,-8.16848468780518,-8.11924856,-7.44606517637823,-8.53714838895296
779,-8.47250361495471,-8.39625835418701,-7.962130666,-8.46658145523146,-8.0932715021642
780,-8.22795880655457,-8.16350269317627,-7.962130666,-8.06541804906476,-8.32998108380445
781,-8.31971354861419,-8.16350269317627,-8.022644905,-7.73174096221383,-8.37180922369294
782,-8.0712462357945,-8.16350269317627,-8.022644905,-7.56585916559023,-8.06983566324689
783,-8.44118825935529,-8.16350269317627,-7.578841171,-8.08433407836794,-8.26133581668957
784,-8.64172604765535,-8.16350269317627,-7.526664941,-8.29575551040434,-8.68556918212079
785,-8.58808256779027,-8.16350269317627,-7.526664941,-8.22022179054176,-7.71450074656319
786,-8.72684773908446,-8.16350269317627,-7.622443361,-7.35713000121485,-7.61077745187103
787,-7.98939086914857,-8.16350269317627,-7.622443361,-8.95789188992819,-7.30593883298479
788,-8.04524088871012,-8.16350269317627,-7.622443361,-8.42987997059919,-8.17472354293832
789,-8.63378832469018,-8.16350269317627,-7.648071076,-8.35625035030366,-7.48459213902039
790,-8.389739553345,-8.16350269317627,-7.648071076,-8.28936228517895,-7.54955459853735
791,-8.56516700489118,-8.16350269317627,-7.936279895,-8.07270411101079,-8.30152904472666
792,-7.87914002385912,-8.16350269317627,-7.936279895,-8.06705726283173,-7.64935204473383
793,-7.64270426414673,-8.16350269317627,-7.980477051,-8.02060919811136,-8.2842493485129
794,-8.18295088943479,-8.16350269317627,-7.845634689,-8.20540728649673,-7.97503614061347
795,-7.86119294222988,-8.16350269317627,-7.845634689,-8.04394427238507,-8.06593647835077
796,-8.98160195488642,-8.16350269317627,-8.360115474,-8.29022843530837,-7.63006053764604
797,-7.98918580565487,-8.75060653686523,-8.120094434,-7.81071180013787,-8.06705726283173
798,-7.68200139840162,-8.75060653686523,-8.120094434,-8.22741834561981,-7.65293295897474
799,-7.92560656396629,-8.75060653686523,-8.127482386,-7.97690975253811,-8.47887141043544
800,-8.47045933675061,-8.72745513916016,-7.769227802,-8.60212492926709,-7.76446111276544
801,-8.00492338111231,-8.72745513916016,-7.769227802,-7.68998170956936,-7.84102071604494
802,-9.38129975672387,-8.67704391479492,-7.769227802,-8.34336134999567,-7.64146150104159
803,-7.79194429529871,-8.67704391479492,-8.132870837,-7.70652415607024,-8.49859887892498
804,-8.36665487486518,-8.67704391479492,-7.837832991,-7.74066042280663,-8.3017879774566
805,-9.00879893040594,-8.67704391479492,-7.837832991,-8.39565041292207,-7.6827112189872
806,-8.96134978065778,-8.67704391479492,-8.441608894,-8.06705726283173,-8.01934253476069
807,-8.88491746054055,-8.67704391479492,-7.745417878,-8.67592170809364,-8.04566844137971
808,-8.02219497747201,-8.67704391479492,-7.745417878,-8.27723448552179,-8.02709719423265
809,-9.26630645910501,-8.67704391479492,-8.207664596,-8.29577147015033,-8.34956969118493
810,-7.84985286039812,-8.67704391479492,-8.251921503,-8.05828827731741,-7.72981497176114
811,-7.77505907058023,-8.67704391479492,-7.977791787,-7.93528466929015,-7.92726032406789
812,-8.53674973677999,-8.35536479949951,-7.977791787,-8.03006045215512,-8.52580804995423
813,-8.2580307204601,-8.35536479949951,-7.977791787,-8.67390444147666,-8.06699768309615
814,-8.16492540810016,-8.35536479949951,-7.988548166,-7.60308458264966,-8.19384539000299
815,-8.19631222397158,-8.49750328063965,-7.988548166,-8.07195656528092,-7.66736663631497
816,-7.74230847653017,-8.49750328063965,-8.156336105,-8.0590688418941,-8.21614914633989
817,-8.51101561029806,-8.49750328063965,-8.156336105,-8.27715493580917,-7.92858283238081
818,-7.74472700149612,-8.49750328063965,-8.156336105,-8.5071624937771,-8.10491861351445
819,-7.76580597478006,-8.49750328063965,-7.957200019,-7.80121742648252,-7.93798654109619
820,-8.43544900656736,-8.49750328063965,-7.957200019,-7.81061022371199,-7.94138902311316
821,-7.86209329103883,-8.37270164489746,-7.730862557,-7.63804167836444,-8.27382571015818
822,-8.4445054262297,-8.37270164489746,-7.730862557,-7.81741523302181,-7.93887486508546
823,-8.32336723974956,-8.37270164489746,-8.032350734,-8.09383602441341,-7.93326784411295
824,-8.54212090530544,-8.37270164489746,-7.787355874,-8.06705726283173,-8.24617865350249
825,-7.88190430800629,-8.37270164489746,-7.787355874,-7.75528733758197,-8.06705726283173
826,-8.66948787774901,-8.37270164489746,-7.787355874,-7.26094910137302,-8.17349476700592
827,-8.389739553345,-8.16848468780518,-8.058581696,-8.1599041773962,-8.57906212288342
828,-8.66106134556958,-8.16848468780518,-8.392158674,-8.52190037972241,-7.90750813495052
829,-8.31696495617982,-8.16848468780518,-8.392158674,-8.3140632406391,-7.56318739092218
830,-8.72410718674,-8.16848468780518,-7.803678414,-7.8714013263003,-8.27392726394612
831,-8.02313071209393,-8.16848468780518,-7.803678414,-8.37465078289277,-8.36142071941733
832,-8.30415211351589,-8.16848468780518,-7.89473561,-7.62058873401444,-7.58769821034467
